data_source,zpid,address,price,bedrooms,bathrooms,sqft,lot_size,year_built,latitude,longitude,property_type,listing_url,zestimate,days_on_market,price_change,listing_status,photos,last_updated,price_per_sqft,has_garage,neighborhood,overall_score,price_score,commute_score,size_score,age_score,location_score,market_score,meets_requirements,recommendation
zillow_rapidapi,1828652,"4645 Nicollet Ave, Minneapolis, MN 55419",300000.0,2.0,1.0,1580.0,5227.2,2000,44.918087,-93.27757,Single Family,https://www.zillow.com/homedetails/4645-Nicollet-Ave-Minneapolis-MN-55419/1828652_zpid/,301100.0,29.0,-15000.0,For Sale,https://photos.zillowstatic.com/fp/780f2fff5e2bb0eb1edbc998b5396dd3-p_e.jpg,2025-05-24T14:10:19.559605,190.0,False,Minneapolis,0.766,0.7,0.833,0.795,0.8,0.7,0.8,False,❌ SKIP - Doesn't meet requirements
zillow_rapidapi,1861737,"5209 38th Ave S, Minneapolis, MN 55417",350000.0,3.0,2.0,2146.0,5227.2,2000,44.90864,-93.2174,Single Family,https://www.zillow.com/homedetails/5209-38th-Ave-S-Minneapolis-MN-55417/1861737_zpid/,0.0,9.0,0.0,For Sale,https://photos.zillowstatic.com/fp/6446dc87b383b7bac0122f40cee4dcf4-p_e.jpg,2025-05-24T14:10:19.560648,163.0,False,Minneapolis,0.765,0.65,0.787,0.936,0.8,0.7,0.8,False,❌ SKIP - Doesn't meet requirements
zillow_rapidapi,1977036,"2808 32nd Ave S, Minneapolis, MN 55406",299900.0,3.0,2.0,1240.0,5662.8,2000,44.951523,-93.22605,Single Family,https://www.zillow.com/homedetails/2808-32nd-Ave-S-Minneapolis-MN-55406/1977036_zpid/,300700.0,43.0,-15100.0,For Sale,https://photos.zillowstatic.com/fp/a681fbc6f571ec2f9e46640c02af42b3-p_e.jpg,2025-05-24T14:10:19.559550,242.0,False,Minneapolis,0.765,0.7,0.895,0.71,0.8,0.7,0.8,False,❌ SKIP - Doesn't meet requirements
zillow_rapidapi,1771495,"4012 Lyndale N, Minneapolis, MN 55409",375000.0,3.0,2.0,1652.0,5227.2,2000,44.929913,-93.288704,Single Family,https://www.zillow.com/homedetails/4012-Lyndale-N-Minneapolis-MN-55409/1771495_zpid/,373500.0,3.0,0.0,For Sale,https://photos.zillowstatic.com/fp/35cd7ca6f35edb70de6ad8c50645d332-p_e.jpg,2025-05-24T14:10:24.350919,227.0,False,Minneapolis,0.765,0.625,0.86,0.813,0.8,0.7,0.9,False,❌ SKIP - Doesn't meet requirements
zillow_rapidapi,1748621,"4336 34th Ave S, Minneapolis, MN 55406",310000.0,2.0,1.0,1342.0,5662.8,2000,44.923977,-93.22331,Single Family,https://www.zillow.com/homedetails/4336-34th-Ave-S-Minneapolis-MN-55406/1748621_zpid/,314100.0,4.0,0.0,For Sale,https://photos.zillowstatic.com/fp/685a360c42c89e8ee6669346ccf22905-p_e.jpg,2025-05-24T14:10:19.560709,231.0,False,Minneapolis,0.764,0.69,0.83,0.735,0.8,0.7,0.9,False,❌ SKIP - Doesn't meet requirements
zillow_rapidapi,1819147,"4944 Chicago Ave, Minneapolis, MN 55417",220000.0,1.0,1.0,799.0,5227.2,2000,44.912964,-93.263054,Single Family,https://www.zillow.com/homedetails/4944-Chicago-Ave-Minneapolis-MN-55417/1819147_zpid/,234900.0,17.0,0.0,For Sale,https://photos.zillowstatic.com/fp/f7b7c765dc49316fe877bcd8693fd7a7-p_e.jpg,2025-05-24T14:10:19.560803,275.0,False,Minneapolis,0.764,0.78,0.821,0.666,0.8,0.7,0.8,False,❌ SKIP - Doesn't meet requirements
zillow_rapidapi,1905446,"5446 Pleasant Ave, Minneapolis, MN 55419",338500.0,2.0,1.0,1752.0,5227.2,2000,44.90344,-93.283554,Single Family,https://www.zillow.com/homedetails/5446-Pleasant-Ave-Minneapolis-MN-55419/1905446_zpid/,332900.0,16.0,-5000.0,For Sale,https://photos.zillowstatic.com/fp/5850c5afb54b57750937385b280b782b-p_e.jpg,2025-05-24T14:10:19.560758,193.0,False,Minneapolis,0.764,0.661,0.791,0.838,0.8,0.7,0.9,False,❌ SKIP - Doesn't meet requirements
zillow_rapidapi,1747273,"3920 46th Ave S, Minneapolis, MN 55406",300000.0,3.0,1.0,1745.0,5227.2,2000,44.931828,-93.20803,Single Family,https://www.zillow.com/homedetails/3920-46th-Ave-S-Minneapolis-MN-55406/1747273_zpid/,0.0,24.0,0.0,For Sale,https://photos.zillowstatic.com/fp/b9012bb66cb5faeae7e304448b2b10eb-p_e.jpg,2025-05-24T14:10:19.559432,172.0,False,Minneapolis,0.762,0.7,0.831,0.836,0.8,0.7,0.7,False,❌ SKIP - Doesn't meet requirements
zillow_rapidapi,1738086,"3621 38th Ave S, Minneapolis, MN 55406",350000.0,3.0,2.0,1660.0,5227.2,2000,44.93711,-93.21751,Single Family,https://www.zillow.com/homedetails/3621-38th-Ave-S-Minneapolis-MN-55406/1738086_zpid/,372100.0,15.0,0.0,For Sale,https://photos.zillowstatic.com/fp/49e2dac7fd0a2494dab816150b7bb369-p_e.jpg,2025-05-24T14:10:19.558985,211.0,False,Minneapolis,0.761,0.65,0.854,0.815,0.8,0.7,0.8,False,❌ SKIP - Doesn't meet requirements
zillow_rapidapi,1819102,"4823 Park Ave, Minneapolis, MN 55417",375000.0,3.0,2.0,1602.0,4356.0,2000,44.915356,-93.26477,Single Family,https://www.zillow.com/homedetails/4823-Park-Ave-Minneapolis-MN-55417/1819102_zpid/,382000.0,3.0,0.0,For Sale,https://photos.zillowstatic.com/fp/774ca04ea2fb5fed59fc5202ace4c1dc-p_e.jpg,2025-05-24T14:10:24.351112,234.0,False,Minneapolis,0.757,0.625,0.828,0.8,0.8,0.7,0.9,False,❌ SKIP - Doesn't meet requirements
zillow_rapidapi,1846759,"5341 46th Ave S, Minneapolis, MN 55417",350000.0,3.0,2.0,1590.0,6098.4,2000,44.905975,-93.20724,Single Family,https://www.zillow.com/homedetails/5341-46th-Ave-S-Minneapolis-MN-55417/1846759_zpid/,351500.0,3.0,0.0,For Sale,https://photos.zillowstatic.com/fp/f2bb63f71ce1881b3a9c780884e7c0ac-p_e.jpg,2025-05-24T14:10:19.560536,220.0,False,Minneapolis,0.751,0.65,0.772,0.797,0.8,0.7,0.9,False,❌ SKIP - Doesn't meet requirements
zillow_rapidapi,1905745,"5705 Blaisdell Ave, Minneapolis, MN 55419",334900.0,2.0,2.0,1501.0,5662.8,2000,44.899418,-93.279015,Single Family,https://www.zillow.com/homedetails/5705-Blaisdell-Ave-Minneapolis-MN-55419/1905745_zpid/,335500.0,11.0,0.0,For Sale,https://photos.zillowstatic.com/fp/8a47c14cd2446fde2eb7c198aade4da1-p_e.jpg,2025-05-24T14:10:19.559789,223.0,False,Minneapolis,0.744,0.665,0.782,0.775,0.8,0.7,0.8,False,❌ SKIP - Doesn't meet requirements
